P,q,M1,logM1,M2,logM2,R1,logR1,R2,logR2,L1,logL1,L2,logL2,T1,logT1,T2,logT2,Type
0.23802,0.39,0.9,-0.045757491,0.35,-0.455931956,0.82,-0.086186148,0.54,-0.26760624,0.41,-0.387216143,0.17,-0.769551079,5175.9,3.713985877,5115,3.708845638,EW
0.30175,0.25,1.11,0.045322979,0.28,-0.552841969,1.09,0.037426498,0.59,-0.229147988,0.96,-0.017728767,0.26,-0.585026652,5226.05,3.718173561,5116,3.708930536,EW
0.2568,0.25,1,0,0.25,-0.602059991,0.94,-0.026872146,0.51,-0.292429824,0.64,-0.193820026,0.17,-0.769551079,5251,3.720242018,5134.23,3.71047532,EW
0.32036,0.31,1.17,0.068185862,0.36,-0.443697499,1.12,0.049218023,0.67,-0.173925197,1.21,0.08278537,0.37,-0.431798276,5311.76,3.725238444,5136,3.710625015,EW
0.30828,0.65,1.14,0.056904851,0.74,-0.13076828,1.02,0.008600172,0.84,-0.075720714,1.09,0.037426498,0.7,-0.15490196,5209.59,3.716803545,5137,3.710709566,EW
0.323456,0.42,1.013,0.005609445,0.429,-0.367542708,1.022,0.009450896,0.687,-0.163043263,0.827,-0.08249449,0.296,-0.528708289,5450,3.736396502,5141,3.711047604,EW
0.30857,0.35,1.17,0.068185862,0.41,-0.387216143,1.13,0.053078443,0.73,-0.13667714,1.24,0.093421685,0.45,-0.346787486,5292.56,3.72366579,5143,3.711216524,EW
0.25123,0.21,0.99,-0.004364805,0.21,-0.677780705,0.93,-0.031517051,0.46,-0.337242168,0.61,-0.214670165,0.15,-0.823908741,5172.6,3.713708895,5160,3.712649702,EW
0.366709,0.769,1.24,0.093421685,0.96,-0.017728767,1.24,0.093421685,1.11,0.045322979,1.55,0.190331698,1.25,0.096910013,5173,3.713742478,5160,3.712649702,EW
0.308971,0.377,0.79,-0.102372909,0.298,-0.525783736,0.96,-0.017728767,0.58,-0.236572006,0.59,-0.229147988,0.21,-0.677780705,5186,3.714832512,5164,3.712986234,EW
0.22937019,0.619,0.72,-0.142667504,0.45,-0.346787486,0.74,-0.13076828,0.6,-0.22184875,0.412,-0.385102784,0.231,-0.63638802,5390,3.731588765,5168,3.713322505,EW
0.286476,0.45,0.968,-0.014124643,0.441,-0.355561411,1.048,0.020361283,0.972,-0.012333735,0.834,-0.078833949,0.606,-0.217527376,5392,3.731749884,5170,3.713490543,EW
0.39559,0.31,1.45,0.161368002,0.45,-0.346787486,1.38,0.139879086,0.81,-0.091514981,3.05,0.484299839,0.92,-0.036212173,5356.17,3.728854353,5174,3.713826424,EW
0.3304319,0.52,1.02,0.008600172,0.53,-0.27572413,0.96,-0.017728767,0.82,-0.086186148,0.97,-0.013228266,0.45,-0.346787486,5383,3.73102438,5175,3.713910354,EW
0.27468,0.25,1.04,0.017033339,0.26,-0.585026652,1.01,0.004321374,0.56,-0.251811973,0.74,-0.13076828,0.22,-0.657577319,5203.94,3.716332281,5179,3.714245911,EW
0.31726,0.45,1.17,0.068185862,0.53,-0.27572413,1.06,0.025305865,0.73,-0.13667714,1.21,0.08278537,0.55,-0.259637311,5244.6,3.719712371,5180,3.71432976,EW
0.30001,0.39,1.07,0.029383778,0.42,-0.37675071,0.98,-0.008773924,0.63,-0.200659451,0.83,-0.080921908,0.3,-0.522878745,5337.13,3.727307781,5181,3.714413592,EW
0.625102,0.47,1.823,0.260786669,0.857,-0.067019178,1.946,0.289142836,1.381,0.140193679,7.605,0.881099218,1.234,0.09131516,6881,3.837651558,5183,3.714581209,EW
0.2479,0.35,0.94,-0.026872146,0.33,-0.48148606,0.86,-0.065501549,0.54,-0.26760624,0.48,-0.318758763,0.18,-0.744727495,5224.64,3.718056371,5185,3.714748761,EW
0.31047,0.35,1.17,0.068185862,0.41,-0.387216143,1.1,0.041392685,0.69,-0.161150909,1.22,0.086359831,0.41,-0.387216143,5405.49,3.732835068,5190,3.715167358,EW
0.29502,0.23,1.11,0.045322979,0.25,-0.602059991,1.11,0.045322979,0.6,-0.22184875,0.97,-0.013228266,0.21,-0.677780705,5520.84,3.742005161,5191,3.715251029,EW
0.40882,0.37,1.44,0.158362492,0.53,-0.27572413,1.37,0.136720567,0.87,-0.060480747,2.91,0.463892989,1.05,0.021189299,5341.16,3.727635588,5191,3.715251029,EW
0.27469,0.43,1.05,0.021189299,0.45,-0.346787486,0.97,-0.013228266,0.67,-0.173925197,0.79,-0.102372909,0.33,-0.48148606,5358.93,3.729078084,5193,3.715418323,EW
0.3171,0.55,1.14,0.056904851,0.63,-0.200659451,1.04,0.017033339,0.8,-0.096910013,1.1,0.041392685,0.6,-0.22184875,5269.47,3.721766936,5194,3.715501945,EW
0.31717,0.35,1.19,0.075546961,0.42,-0.37675071,1.11,0.045322979,0.7,-0.15490196,1.32,0.120573931,0.46,-0.337242168,5357.69,3.728977581,5194,3.715501945,EW
0.28311,0.25,1.1,0.041392685,0.28,-0.552841969,1.05,0.021189299,0.58,-0.236572006,0.95,-0.022276395,0.27,-0.568636236,5248.48,3.720033547,5196,3.715669142,EW
0.27336,0.43,1.01,0.004321374,0.43,-0.366531544,0.91,-0.040958608,0.62,-0.207608311,0.66,-0.180456064,0.3,-0.522878745,5290.01,3.723456493,5198,3.715836275,EW
0.43414003,0.3,0.9,-0.045757491,0.27,-0.568636236,1.27,0.103803721,0.73,-0.13667714,1.32,0.120573931,0.35,-0.455931956,5500,3.740362689,5198,3.715836275,EW
0.469556,0.238,1.31,0.117271296,0.31,-0.508638306,1.62,0.209515015,0.91,-0.040958608,5.65,0.752048448,0.55,-0.259637311,7000,3.84509804,5213,3.717087725,EW
0.2857,0.37,1.11,0.045322979,0.41,-0.387216143,1,0,0.64,-0.193820026,1,0,0.39,-0.408935393,5285.52,3.723087721,5229,3.718418642,EW
0.316851,0.75,0.722,-0.141462802,0.963,-0.016373713,0.831,-0.080398976,0.95,-0.022276395,0.733,-0.134896025,0.886,-0.052566278,6765,3.830267801,5230,3.718501689,EW
0.485952,0.39,2.109,0.32407658,0.823,-0.084600165,1.729,0.237794993,1.155,0.062581984,5.608,0.748808005,0.894,-0.048662481,6765,3.830267801,5230,3.718501689,EW
0.38554,0.11,1.52,0.181843588,0.17,-0.769551079,1.54,0.187520721,0.6,-0.22184875,3.67,0.564666064,0.52,-0.283996656,5236,3.718999638,5230.09,3.718509162,EW
0.28981,0.11,1.14,0.056904851,0.13,-0.886056648,1.11,0.045322979,0.39,-0.408935393,1.09,0.037426498,0.12,-0.920818754,5340.57,3.727587612,5231,3.71858472,EW
0.32878,0.41,1.35,0.130333768,0.55,-0.259637311,1.17,0.068185862,0.79,-0.102372909,2.25,0.352182518,0.97,-0.013228266,5297.22,3.72404801,5232,3.718667735,EW
0.5204039,0.379,1.553,0.191171456,0.59,-0.229147988,1.696,0.229425848,1.121,0.049605613,5.89,0.770115295,0.855,-0.068033885,6900,3.838849091,5241,3.71941416,EW
0.27594,0.29,1.02,0.008600172,0.3,-0.522878745,0.96,-0.017728767,0.55,-0.259637311,0.68,-0.167491087,0.21,-0.677780705,5321.48,3.726032434,5244,3.719662683,EW
0.2341369,0.362,0.874,-0.058488567,0.317,-0.498940738,0.864,-0.063486258,0.474,-0.324221658,0.521,-0.283162277,0.153,-0.815308569,5280,3.722633923,5253,3.720407401,EW
0.26779,0.33,0.99,-0.004364805,0.33,-0.48148606,0.94,-0.026872146,0.58,-0.236572006,0.61,-0.214670165,0.22,-0.657577319,5300.6,3.724325032,5259,3.720903171,EW
0.28937,0.39,1.05,0.021189299,0.41,-0.387216143,1,0,0.66,-0.180456064,0.78,-0.107905397,0.32,-0.494850022,5355.97,3.728838136,5259,3.720903171,EW
0.27176,0.23,1.01,0.004321374,0.23,-0.638272164,0.98,-0.008773924,0.51,-0.292429824,0.65,-0.187086643,0.16,-0.795880017,5349.95,3.728349723,5263,3.72123337,EW
0.29465,0.31,1.07,0.029383778,0.33,-0.48148606,1,0,0.58,-0.236572006,0.85,-0.070581074,0.27,-0.568636236,5347.15,3.728122367,5272,3.721975402,EW
0.494106,0.169,1.669,0.222456337,0.282,-0.549750892,1.852,0.267640982,0.891,-0.050122296,5.094,0.707058941,1.206,0.081347308,5560,3.745074792,5272,3.721975402,EW
0.31612,0.7,1.12,0.049218023,0.78,-0.107905397,1.02,0.008600172,0.86,-0.065501549,1,0,0.69,-0.161150909,5331.47,3.72684697,5273,3.722057771,EW
0.26867,0.45,0.96,-0.017728767,0.43,-0.366531544,0.88,-0.055517328,0.61,-0.214670165,0.54,-0.26760624,0.24,-0.619788758,5331.32,3.726834751,5279,3.722551662,EW
0.37042,0.25,1.31,0.117271296,0.33,-0.48148606,1.34,0.127104798,0.73,-0.13667714,1.98,0.29666519,0.58,-0.236572006,5283.9,3.72295459,5282,3.722798397,EW
0.29285,0.15,1.15,0.06069784,0.17,-0.769551079,1.12,0.049218023,0.47,-0.327902142,1.16,0.064457989,0.17,-0.769551079,5527.18,3.742503608,5285,3.723044992,EW
0.31387,0.43,1.19,0.075546961,0.51,-0.292429824,1.05,0.021189299,0.71,-0.148741651,1.32,0.120573931,0.59,-0.229147988,5328.2,3.726580518,5288,3.723291446,EW
0.32722,0.17,1.22,0.086359831,0.21,-0.677780705,1.22,0.086359831,0.55,-0.259637311,1.46,0.164352856,0.26,-0.585026652,5485.04,3.739179799,5298,3.724111954,EW
0.2844,0.779,0.949,-0.022733788,0.739,-0.131355562,0.874,-0.058488567,0.785,-0.105130343,0.596,-0.22475374,0.48,-0.318758763,5600,3.748188027,5302,3.724439723,EW
0.342457,0.78,1.08,0.033423755,0.85,-0.070581074,1.02,0.008600172,0.91,-0.040958608,1.21,0.08278537,0.79,-0.102372909,5582,3.746789832,5308,3.724930914,EW
0.27695,0.47,1.1,0.041392685,0.52,-0.283996656,0.94,-0.026872146,0.66,-0.180456064,0.95,-0.022276395,0.43,-0.366531544,5445.82,3.736063283,5310,3.725094521,EW
0.39225,0.15,1.48,0.170261715,0.22,-0.657577319,1.46,0.164352856,0.6,-0.22184875,3.34,0.523746467,0.47,-0.327902142,5614.04,3.749275503,5311,3.725176301,EW
0.32532,0.5,1.16,0.064457989,0.58,-0.236572006,1.12,0.049218023,0.84,-0.075720714,1.19,0.075546961,0.61,-0.214670165,5396.86,3.732141152,5315,3.725503269,EW
0.28467,0.21,1.08,0.033423755,0.23,-0.638272164,1.07,0.029383778,0.55,-0.259637311,0.88,-0.055517328,0.22,-0.657577319,5347,3.728110184,5315.78,3.725566999,EW
0.29386,0.37,1.14,0.056904851,0.42,-0.37675071,1.04,0.017033339,0.67,-0.173925197,1.1,0.041392685,0.41,-0.387216143,5431.8,3.734943771,5317,3.72566666,EW
0.386498,0.709,0.893,-0.049148541,0.633,-0.19859629,1.147,0.059563418,0.898,-0.046723663,1.19,0.075546961,0.578,-0.238072162,5636,3.750970984,5320,3.725911632,EW
0.31514,0.17,1.23,0.089905111,0.21,-0.677780705,1.18,0.071882007,0.52,-0.283996656,1.53,0.184691431,0.24,-0.619788758,5674.04,3.753892393,5324,3.726238047,EW
0.3017877,0.563,0.886,-0.052566278,0.499,-0.301899454,0.929,-0.031984286,0.717,-0.144480844,0.623,-0.205511953,0.425,-0.37161107,5510,3.741151599,5327,3.726482697,EW
0.3489,0.33,0.63,-0.200659451,0.21,-0.677780705,0.961,-0.017276612,0.583,-0.234331445,1.12,0.049218023,0.3,-0.522878745,5460,3.737192643,5335,3.727134424,EW
0.38372,0.49,1.34,0.127104798,0.65,-0.187086643,1.35,0.130333768,1.01,0.004321374,2.13,0.328379603,0.97,-0.013228266,5588.4,3.747287484,5335,3.727134424,EW
0.27282,0.33,1,0,0.33,-0.48148606,0.95,-0.022276395,0.58,-0.236572006,0.63,-0.200659451,0.18,-0.744727495,5664.76,3.753181515,5338,3.727378569,EW
0.29182,0.09,1.18,0.071882007,0.11,-0.958607315,1.21,0.08278537,0.43,-0.366531544,1.28,0.10720997,0.16,-0.795880017,5345.26,3.727968835,5339,3.727459921,EW
0.32182,0.11,1.37,0.136720567,0.15,-0.823908741,1.31,0.117271296,0.49,-0.30980392,2.41,0.382017043,0.29,-0.537602002,5549.31,3.744238986,5339,3.727459921,EW
0.31083,0.17,1.26,0.100370545,0.22,-0.657577319,1.24,0.093421685,0.61,-0.214670165,1.66,0.220108088,0.37,-0.431798276,5380,3.730782276,5346.3,3.728053325,EW
0.30946,0.27,1.19,0.075546961,0.32,-0.494850022,1.12,0.049218023,0.63,-0.200659451,1.32,0.120573931,0.36,-0.443697499,5532.13,3.742892377,5350,3.728353782,EW
0.28972,0.23,1.11,0.045322979,0.25,-0.602059991,1.07,0.029383778,0.56,-0.251811973,0.97,-0.013228266,0.23,-0.638272164,5528.94,3.742641877,5356,3.728840568,EW
0.34856,0.45,1.23,0.089905111,0.55,-0.259637311,1.19,0.075546961,0.84,-0.075720714,1.49,0.173186268,0.68,-0.167491087,5501.25,3.740461382,5357,3.728921646,EW
0.47228,0.29,1.59,0.201397124,0.46,-0.337242168,1.57,0.195899652,0.87,-0.060480747,4.49,0.652246341,1.29,0.11058971,5485.32,3.739201968,5361,3.729245807,EW
0.3282,0.35,1.2,0.079181246,0.42,-0.37675071,1.1,0.041392685,0.67,-0.173925197,1.36,0.133538908,0.44,-0.356547324,5569.09,3.745784236,5364,3.729488769,EW
0.25912,0.15,1.04,0.017033339,0.16,-0.795880017,1.01,0.004321374,0.43,-0.366531544,0.75,-0.124938737,0.14,-0.853871964,5386.15,3.731278444,5372,3.730136004,EW
0.51051,0.11,1.81,0.257678575,0.2,-0.698970004,1.92,0.283301229,0.7,-0.15490196,7.67,0.884795364,0.75,-0.124938737,5804.57,3.763770053,5378,3.730620798,EW
0.2857,0.63,1,0,0.63,-0.200659451,0.91,-0.040958608,0.74,-0.13076828,0.8,-0.096910013,0.48,-0.318758763,5505,3.740757323,5383,3.73102438,EW
0.35158,0.17,1.3,0.113943352,0.22,-0.657577319,1.31,0.117271296,0.6,-0.22184875,1.91,0.281033367,0.32,-0.494850022,5704.3,3.756202358,5383,3.73102438,EW
0.318666208,0.587,1.068,0.028571253,0.627,-0.202732459,0.997,-0.001304842,0.782,-0.106793247,0.749,-0.125518182,0.57,-0.244125144,5680,3.754348336,5386,3.731266349,EW
0.48116,0.17,1.58,0.198657087,0.27,-0.568636236,1.8,0.255272505,0.87,-0.060480747,4.31,0.63447727,0.91,-0.040958608,5516.97,3.741700622,5387,3.731346976,EW
0.39263,0.13,1.55,0.190331698,0.21,-0.677780705,1.59,0.201397124,0.69,-0.161150909,4.06,0.608526034,0.66,-0.180456064,5518,3.741781696,5387.72,3.731405017,EW
0.31468,0.11,1.22,0.086359831,0.13,-0.886056648,1.25,0.096910013,0.47,-0.327902142,1.48,0.170261715,0.14,-0.853871964,5987.74,3.777262934,5389,3.731508184,EW
0.28822,0.5,1.14,0.056904851,0.57,-0.244125144,0.98,-0.008773924,0.71,-0.148741651,1.09,0.037426498,0.54,-0.26760624,5482.38,3.738969134,5391,3.731669332,EW
0.8109792,0.12,1.44,0.158362492,0.17,-0.769551079,2.45,0.389166084,0.96,-0.017728767,12.93,1.111598525,0.71,-0.148741651,6993,3.844663528,5393,3.73183042,EW
0.2919997,0.806,0.968,-0.014124643,0.778,-0.109020403,0.891,-0.050122296,0.813,-0.089909454,0.714,-0.146301788,0.502,-0.299296283,5625,3.750122527,5394,3.731910942,EW
0.364246,0.117,1.465,0.165837625,0.171,-0.76700389,1.512,0.179551791,0.657,-0.18243463,1.777,0.249687428,0.33,-0.48148606,5428,3.734639839,5395,3.731991449,EW
0.3399994,1,1.06,0.025305865,1.06,0.025305865,0.996,-0.001740662,0.996,-0.001740662,0.876,-0.057495894,0.756,-0.121478204,5600,3.748188027,5398,3.73223288,EW
0.4943,0.165,1.674,0.223755454,0.283,-0.548213564,1.897,0.278067331,0.837,-0.077274542,4.729,0.674769314,1.09,0.037426498,11739.6144,4.069653832,5403.152084,3.732647192,EW
0.26995,0.23,1.07,0.029383778,0.25,-0.602059991,0.98,-0.008773924,0.5,-0.301029996,0.83,-0.080921908,0.2,-0.698970004,5528.05,3.742571962,5408,3.733036683,EW
0.40713,0.49,1.46,0.164352856,0.72,-0.142667504,1.35,0.130333768,0.98,-0.008773924,3.15,0.498310554,1.56,0.193124598,5493.71,3.73986573,5408,3.733036683,EW
0.32997,0.21,1.26,0.100370545,0.26,-0.585026652,1.19,0.075546961,0.58,-0.236572006,1.66,0.220108088,0.37,-0.431798276,5519.21,3.741876919,5419,3.733919151,EW
0.303117,0.873,0.986,-0.006123085,0.86,-0.065501549,0.91,-0.040958608,0.854,-0.068542129,0.641,-0.19314197,0.729,-0.137272472,5781,3.762002969,5422,3.734159513,EW
0.4756,0.231,1.682,0.225825991,0.389,-0.410050399,1.753,0.243781916,0.89,-0.050609993,3.76,0.575187845,0.984,-0.007004902,10656.52867,4.027615758,5430.897627,3.734871616,EW
0.415568,0.231,1.16,0.064457989,0.268,-0.571865206,1.386,0.14176323,0.705,-0.151810883,1.646,0.216429831,0.39,-0.408935393,5560,3.745074792,5440,3.7355989,EW
0.415568,0.231,1.16,0.064457989,0.268,-0.571865206,1.386,0.14176323,0.705,-0.151810883,1.646,0.216429831,0.39,-0.408935393,5560,3.745074792,5440,3.7355989,EW
0.32679,0.07,1.41,0.149219113,0.1,-1,1.39,0.1430148,0.42,-0.37675071,2.71,0.432969291,0.22,-0.657577319,5627.57,3.750320906,5446,3.736077637,EW
0.40628,0.29,1.47,0.167317335,0.42,-0.37675071,1.4,0.146128036,0.79,-0.102372909,3.16,0.499687083,0.88,-0.055517328,5648.1,3.751902377,5456,3.736874362,EW
0.3153,0.27,1.2,0.079181246,0.33,-0.48148606,1.15,0.06069784,0.65,-0.187086643,1.38,0.139879086,0.41,-0.387216143,5537.17,3.743287857,5458,3.737033531,EW
0.29282,0.27,1.17,0.068185862,0.32,-0.494850022,1.07,0.029383778,0.59,-0.229147988,1.24,0.093421685,0.37,-0.431798276,5511.78,3.741291875,5460,3.737192643,EW
0.32484,0.17,1.21,0.08278537,0.2,-0.698970004,1.26,0.100370545,0.61,-0.214670165,1.39,0.1430148,0.3,-0.522878745,5516.38,3.741654175,5461,3.737272177,EW
0.31291,0.25,1.26,0.100370545,0.32,-0.494850022,1.18,0.071882007,0.65,-0.187086643,1.68,0.225309282,0.47,-0.327902142,5534.52,3.743079961,5461,3.737272177,EW
0.29589,0.13,1.14,0.056904851,0.15,-0.823908741,1.15,0.06069784,0.46,-0.337242168,1.1,0.041392685,0.17,-0.769551079,5536.36,3.743224322,5477,3.738542741,EW
0.32448,0.31,1.21,0.08278537,0.38,-0.420216403,1.15,0.06069784,0.69,-0.161150909,1.41,0.149219113,0.46,-0.337242168,5587.49,3.747216759,5493,3.739809599,EW
0.36327,0.19,1.35,0.130333768,0.26,-0.585026652,1.33,0.123851641,0.63,-0.200659451,2.21,0.344392274,0.37,-0.431798276,5902.25,3.771017601,5495,3.739967697,EW
1.018,0.403,0.82,-0.086186148,0.33,-0.48148606,2.1,0.322219295,1.34,0.127104798,5.493,0.739809599,1.47,0.167317335,6103,3.78554337,5495,3.739967697,EW
0.34497,0.15,1.4,0.146128036,0.21,-0.677780705,1.35,0.130333768,0.59,-0.229147988,2.61,0.416640507,0.45,-0.346787486,5582.38,3.746819396,5496,3.740046724,EW
0.30500298,0.532,1.115,0.047274867,0.593,-0.226945307,1.005,0.002166062,0.741,-0.130181792,1.033,0.014100322,0.451,-0.345823458,5810,3.764176132,5500,3.740362689,EW
0.32273,0.29,1.23,0.089905111,0.36,-0.443697499,1.16,0.064457989,0.67,-0.173925197,1.52,0.181843588,0.5,-0.301029996,5512.7,3.741364359,5500,3.740362689,EW
0.35519,0.07,1.4,0.146128036,0.1,-1,1.52,0.181843588,0.51,-0.292429824,2.6,0.414973348,0.25,-0.602059991,5613.24,3.749213611,5500,3.740362689,EW
0.34787,0.29,1.27,0.103803721,0.37,-0.431798276,1.27,0.103803721,0.75,-0.124938737,1.72,0.235528447,0.47,-0.327902142,5857.08,3.767681156,5511,3.741230411,EW
0.4084,0.25,1.46,0.164352856,0.37,-0.431798276,1.48,0.170261715,0.81,-0.091514981,3.14,0.496929648,0.49,-0.30980392,6476.83,3.811362498,5511,3.741230411,EW
0.34557,0.15,1.5,0.176091259,0.22,-0.657577319,1.38,0.139879086,0.6,-0.22184875,3.47,0.540329475,0.59,-0.229147988,5655.78,3.752492508,5514,3.741466762,EW
0.33632,0.11,1.4,0.146128036,0.15,-0.823908741,1.35,0.130333768,0.5,-0.301029996,2.61,0.416640507,0.27,-0.568636236,5930,3.773054693,5515,3.741545517,EW
0.30806,0.15,1.24,0.093421685,0.19,-0.721246399,1.23,0.089905111,0.55,-0.259637311,1.58,0.198657087,0.3,-0.522878745,5541.79,3.743650065,5516,3.741624258,EW
0.40323646,0.88,1.01,0.004321374,0.89,-0.050609993,1.23,0.089905111,1.17,0.068185862,1.632,0.212720154,1.151,0.061075324,5868,3.768490105,5520,3.741939078,EW
0.29886,0.07,1.22,0.086359831,0.09,-1.045757491,1.29,0.11058971,0.44,-0.356547324,1.48,0.170261715,0.12,-0.920818754,5885.67,3.769795908,5523,3.742175043,EW
0.27853,0.21,1.06,0.025305865,0.22,-0.657577319,1.01,0.004321374,0.5,-0.301029996,0.82,-0.086186148,0.19,-0.721246399,5604.16,3.748510526,5526,3.742410881,EW
0.54234,0.13,1.88,0.274157849,0.24,-0.619788758,1.98,0.29666519,0.76,-0.119186408,9.06,0.957128198,0.75,-0.124938737,6407.54,3.806691326,5528,3.742568034,EW
0.409,0.53,1.572,0.196452542,0.462,-0.335358024,1.528,0.184123354,0.874,-0.058488567,3.148,0.498034724,1.097,0.040206628,9516.958959,3.978498196,5530.128357,3.742735212,EW
0.29091,0.43,1.06,0.025305865,0.45,-0.346787486,0.96,-0.017728767,0.64,-0.193820026,0.8,-0.096910013,0.31,-0.508638306,5767.94,3.761020734,5532,3.742882171,EW
0.37515,0.13,1.4,0.146128036,0.18,-0.744727495,1.47,0.167317335,0.62,-0.207608311,2.64,0.421603927,0.43,-0.366531544,5606.22,3.748670136,5533,3.74296067,EW
0.4223576,0.81,1.29,0.11058971,1.04,0.017033339,1.22,0.086359831,1.11,0.045322979,2.4,0.380211242,1.04,0.017033339,6480,3.811575006,5534,3.743039155,EW
0.400889,0.45,0.97,-0.013228266,0.43,-0.366531544,1.18,0.071882007,0.77,-0.113509275,1.37,0.136720567,0.5,-0.301029996,5746,3.759365622,5537,3.743274524,EW
0.28241,0.27,1.16,0.064457989,0.31,-0.508638306,1.05,0.021189299,0.58,-0.236572006,1.19,0.075546961,0.2,-0.698970004,6468.39,3.810796197,5539,3.743431365,EW
0.34987,0.29,1.25,0.096910013,0.36,-0.443697499,1.23,0.089905111,0.71,-0.148741651,1.63,0.212187604,0.5,-0.301029996,5661.83,3.752956825,5541,3.74358815,EW
0.35252,0.11,1.35,0.130333768,0.15,-0.823908741,1.4,0.146128036,0.53,-0.27572413,2.27,0.356025857,0.19,-0.721246399,6349.16,3.802716272,5542,3.743666521,EW
0.2838,0.09,1.13,0.053078443,0.1,-1,1.15,0.06069784,0.39,-0.408935393,1.05,0.021189299,0.12,-0.920818754,5619.43,3.749692266,5544,3.743823222,EW
0.32516,0.15,1.34,0.127104798,0.2,-0.698970004,1.23,0.089905111,0.5,-0.301029996,2.19,0.340444115,0.3,-0.522878745,5825.12,3.765304876,5545,3.74390155,EW
0.36386,0.23,1.35,0.130333768,0.31,-0.508638306,1.31,0.117271296,0.68,-0.167491087,2.24,0.350248018,0.48,-0.318758763,5849.31,3.767104639,5548,3.744136452,EW
0.23777,0.09,1.03,0.012837225,0.09,-1.045757491,1.01,0.004321374,0.36,-0.443697499,0.71,-0.148741651,0.08,-1.096910013,5658.73,3.752718973,5550,3.744292983,EW
0.3005,0.13,1.17,0.068185862,0.16,-0.795880017,1.21,0.08278537,0.53,-0.27572413,1.22,0.086359831,0.22,-0.657577319,5568,3.745699227,5551.08,3.744377486,EW
0.44789,0.15,1.61,0.206825876,0.24,-0.619788758,1.67,0.222716471,0.71,-0.148741651,4.73,0.674861141,0.75,-0.124938737,5747.91,3.759509959,5552,3.744449457,EW
0.46091,0.07,1.71,0.23299611,0.12,-0.920818754,1.91,0.281033367,0.63,-0.200659451,6.04,0.781036939,0.35,-0.455931956,6388.12,3.805373066,5556,3.744762237,EW
0.442868,0.3,1.107,0.044147621,0.3323,-0.478469659,1.2038,0.080554339,1.1359,0.0553401,1.436,0.15715444,1.106,0.043755127,5767,3.760949951,5562,3.745230985,EW
0.33850673,0.406137184,1.108,0.04453976,0.45,-0.346787486,1.122,0.049992857,0.71,-0.148741651,1.032107938,0.013725118,0.432866353,-0.363646171,5500,3.740362689,5564,3.745387121,EW
0.26094,0.21,1.02,0.008600172,0.21,-0.677780705,0.98,-0.008773924,0.49,-0.30980392,0.69,-0.161150909,0.15,-0.823908741,5777.13,3.76171214,5566,3.745543202,EW
0.43834,0.19,1.51,0.178976947,0.29,-0.537602002,1.64,0.214843848,0.83,-0.080921908,3.55,0.550228353,0.78,-0.107905397,5714.52,3.756979757,5572,3.746011108,EW
0.54426,0.13,1.87,0.271841607,0.24,-0.619788758,2.03,0.307496038,0.82,-0.086186148,8.76,0.942504106,0.8,-0.096910013,6442.18,3.809032855,5574,3.746166964,EW
0.31473,0.09,1.25,0.096910013,0.11,-0.958607315,1.28,0.10720997,0.44,-0.356547324,1.6,0.204119983,0.17,-0.769551079,5727.76,3.757984812,5580,3.746634199,EW
0.31052,0.09,1.34,0.127104798,0.12,-0.920818754,1.31,0.117271296,0.47,-0.327902142,2.14,0.330413773,0.26,-0.585026652,5620.34,3.749762589,5580,3.746634199,EW
0.36719,0.384,0.79,-0.102372909,0.3,-0.522878745,1.044,0.018700499,0.675,-0.170696227,1.31,0.117271296,0.4,-0.397940009,6050,3.781755375,5586,3.747100931,EW
0.825134,0.12,1.36,0.133538908,0.16,-0.795880017,2.45,0.389166084,1.1,0.041392685,7.19,0.85672889,0.9,-0.045757491,6044,3.781324456,5594,3.747722462,EW
